0,1,2,3
0.99985385,2.6443731e-05,2.9027099e-06,0.00011677306
0.00041896562,0.00015268319,9.4313575e-05,0.9993339
0.9969021,0.00084828265,0.00022838688,0.002021281
0.77259743,0.020459948,0.0008682557,0.20607439
0.99998915,2.2431554e-06,4.82561e-07,8.182015e-06
0.989956,0.0010495901,0.00019309738,0.008801332
0.9994808,0.0003314549,0.00013782129,4.9972e-05
0.9954595,0.001802201,0.00035805206,0.0023802535
8.701581e-06,6.1641535e-05,1.0475528e-05,0.9999192
4.8531106e-06,0.9999511,3.2796866e-05,1.12117905e-05
0.999749,6.23114e-05,0.00013391611,5.4755856e-05
0.9919363,0.0021894993,0.00033664834,0.0055375295
0.9381592,0.026086612,0.0013553321,0.034398798
5.0065984e-05,9.210441e-05,0.9997937,6.41468e-05
1.6523529e-05,0.99968135,0.00024868574,5.3506166e-05
0.81140023,0.14455032,0.0013317675,0.042717677
